iter,pose_x,pose_y,pose_z,xd_x,xd_y,xd_z,F_x,F_y,F_z,tau0,tau1,tau2
616,0.312347,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.072632,0.000534,-0.006104,0.000168,0.016342,0.017563
621,0.312347,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.072937,0.000534,-0.006104,0.000168,0.016418,0.017639
626,0.312347,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.072937,0.000534,-0.006104,0.000168,0.016418,0.017639
631,0.312347,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.072937,0.000534,-0.006104,0.000168,0.016418,0.017639
636,0.312363,-0.000046,-0.080688,0.315994,-0.000031,-0.080994,0.064697,0.000534,-0.006104,0.000168,0.014389,0.015610
641,0.312363,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.071411,0.000534,-0.011902,0.000168,0.014542,0.016922
646,0.312363,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.072556,0.000534,-0.007248,0.000168,0.016022,0.017471
651,0.312393,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.060883,0.000534,-0.006409,0.000168,0.013367,0.014648
656,0.312393,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.070267,0.000534,-0.006409,0.000168,0.015671,0.016953
661,0.312393,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.071869,0.000534,-0.006409,0.000168,0.016068,0.017349
666,0.312393,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.072021,0.000534,-0.006409,0.000168,0.016113,0.017395
671,0.312393,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.072021,0.000534,-0.006409,0.000168,0.016113,0.017395
676,0.312408,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.055389,0.000534,-0.006409,0.000168,0.012009,0.013290
681,0.312408,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.069122,0.000534,-0.006409,0.000168,0.015396,0.016678
686,0.312408,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.071411,0.000534,-0.006409,0.000168,0.015961,0.017242
691,0.312408,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.071716,0.000534,-0.006409,0.000168,0.016037,0.017319
696,0.312424,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.055084,0.000534,-0.006409,0.000168,0.011932,0.013214
701,0.312424,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.068817,0.000534,-0.006409,0.000168,0.015320,0.016602
706,0.312424,-0.000046,-0.080673,0.315994,-0.000031,-0.080994,0.071106,0.000534,-0.006409,0.000168,0.015884,0.017166
711,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.046463,0.000534,-0.014648,0.000168,0.007675,0.010605
716,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.066605,0.000534,-0.007935,0.000168,0.014374,0.015961
721,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.069962,0.000534,-0.006790,0.000168,0.015503,0.016861
726,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
731,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
736,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
741,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
746,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
751,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
756,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
761,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
766,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
771,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
776,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
781,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
786,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
791,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
796,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
801,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
806,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
811,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
816,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
821,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
826,0.312469,-0.000046,-0.080658,0.315994,-0.000031,-0.080994,0.070496,0.000534,-0.006714,0.000168,0.015656,0.016998
